City,Severity_Level,Accident_Count,Severity_Ratio_Percent
THOMSON,2,30,52.63
THOMSON,3,3,5.26
THOMSON,4,24,42.11
THONOTOSASSA,1,3,2.19
THONOTOSASSA,2,121,88.32
THONOTOSASSA,3,2,1.46
THONOTOSASSA,4,11,8.03
THOREAU,2,8,100.0
THORN HILL,2,2,66.67
THORN HILL,4,1,33.33
THORNDALE,2,36,100.0
THORNTON,1,4,1.35
THORNTON,2,176,59.46
THORNTON,3,92,31.08
THORNTON,4,24,8.11
THORNTOWN,2,46,60.53
THORNTOWN,3,8,10.53
THORNTOWN,4,22,28.95
THORNVILLE,2,6,26.09
THORNVILLE,3,2,8.7
THORNVILLE,4,15,65.22
THORNWOOD,2,2,100.0
THOROFARE,2,53,98.15
THOROFARE,3,1,1.85
THORP,2,15,78.95
THORP,3,1,5.26
THORP,4,3,15.79
THORSBY,2,4,100.0
THOUSAND OAKS,2,377,97.67
THOUSAND OAKS,3,6,1.55
THOUSAND OAKS,4,3,0.78
THOUSAND PALMS,2,6,54.55
THOUSAND PALMS,3,5,45.45
THOUSANDSTICKS,4,1,100.0
THREE FORKS,2,125,97.66
THREE FORKS,4,3,2.34
THREE LAKES,4,3,100.0
THREE OAKS,2,9,52.94
THREE OAKS,3,1,5.88
THREE OAKS,4,7,41.18
THREE RIVERS,2,114,67.06
THREE RIVERS,3,1,0.59
THREE RIVERS,4,55,32.35
THREE SPRINGS,2,34,94.44
THREE SPRINGS,4,2,5.56
THROOP,2,1,100.0
THURMAN,2,3,50.0
THURMAN,4,3,50.0
THURMOND,2,1,100.0
THURMONT,1,1,0.48
THURMONT,2,148,70.81
THURMONT,3,12,5.74
THURMONT,4,48,22.97
TICKFAW,2,1,50.0
TICKFAW,3,1,50.0
TICONDEROGA,2,4,33.33
TICONDEROGA,3,1,8.33
TICONDEROGA,4,7,58.33
TIDEWATER,2,102,91.89
TIDEWATER,3,4,3.6
TIDEWATER,4,5,4.5
TIE SIDING,4,1,100.0
TIERRA AMARILLA,2,2,66.67
TIERRA AMARILLA,4,1,33.33
TIERRA VERDE,2,2,100.0
TIFFIN,2,57,90.48
TIFFIN,4,6,9.52
TIFTON,2,30,44.78
TIFTON,3,18,26.87
TIFTON,4,19,28.36
TIGERTON,2,2,28.57
TIGERTON,4,5,71.43
TIGNALL,2,1,100.0
TIJERAS,2,22,78.57
TIJERAS,3,2,7.14
TIJERAS,4,4,14.29
TILDEN,2,1,100.0
TILLAMOOK,2,642,96.4
TILLAMOOK,3,6,0.9
TILLAMOOK,4,18,2.7
TILLAR,2,10,71.43
TILLAR,4,4,28.57
TILLATOBA,2,8,88.89
TILLATOBA,4,1,11.11
TILLEDA,2,1,100.0
TILLER,2,55,91.67
TILLER,4,5,8.33
TILLMAN,2,24,100.0
TILLSON,2,9,100.0
TILTON,2,60,100.0
TIMBER,2,129,95.56
TIMBER,3,2,1.48
TIMBER,4,4,2.96
TIMBERLAKE,2,6,60.0
TIMBERLAKE,3,1,10.0
TIMBERLAKE,4,3,30.0
TIMBERVILLE,2,89,91.75
TIMBERVILLE,3,1,1.03
TIMBERVILLE,4,7,7.22
TIMMONSVILLE,2,361,99.45
TIMMONSVILLE,3,1,0.28
TIMMONSVILLE,4,1,0.28
TIMNATH,2,8,88.89
TIMNATH,3,1,11.11
TINLEY PARK,1,1,0.59
TINLEY PARK,2,48,28.4
TINLEY PARK,3,81,47.93
TINLEY PARK,4,39,23.08
TINTON FALLS,2,1,33.33
TINTON FALLS,3,2,66.67
TIOGA,2,36,87.8
TIOGA,4,5,12.2
TIONESTA,2,3,33.33
TIONESTA,4,6,66.67
TIPP CITY,2,13,61.9
TIPP CITY,3,3,14.29
TIPP CITY,4,5,23.81
TIPTON,2,241,93.77
TIPTON,3,4,1.56
TIPTON,4,12,4.67
TISHOMINGO,2,4,100.0
TITUS,2,13,100.0
TITUSVILLE,1,14,4.42
TITUSVILLE,2,264,83.28
TITUSVILLE,3,16,5.05
TITUSVILLE,4,23,7.26
TIVERTON,4,1,100.0
TIVOLI,2,9,81.82
TIVOLI,4,2,18.18
TOANO,2,192,91.87
TOANO,3,1,0.48
TOANO,4,16,7.66
TOBACCOVILLE,2,23,63.89
TOBACCOVILLE,3,1,2.78
TOBACCOVILLE,4,12,33.33
TOBYHANNA,2,38,82.61
TOBYHANNA,4,8,17.39
TOCCOA,2,14,46.67
TOCCOA,3,1,3.33
TOCCOA,4,15,50.0
TODDVILLE,2,13,100.0
TOHATCHI,2,4,100.0
TOLAR,4,1,100.0
TOLEDO,2,779,81.06
TOLEDO,3,78,8.12
TOLEDO,4,104,10.82
TOLLAND,2,57,70.37
TOLLAND,3,1,1.23
TOLLAND,4,23,28.4
TOLLESON,1,42,10.99
TOLLESON,2,284,74.35
TOLLESON,3,22,5.76
TOLLESON,4,34,8.9
TOLLHOUSE,2,45,100.0
TOLONO,4,4,100.0
TOLOVANA PARK,2,5,100.0
TOLUCA LAKE,2,34,97.14
TOLUCA LAKE,3,1,2.86
TOMAH,2,26,41.27
TOMAH,3,10,15.87
TOMAH,4,27,42.86
TOMAHAWK,2,1,12.5
TOMAHAWK,3,1,12.5
TOMAHAWK,4,6,75.0
TOMALES,1,3,11.54
TOMALES,2,23,88.46
TOMBALL,2,39,56.52
TOMBALL,3,15,21.74
TOMBALL,4,15,21.74
TOMBSTONE,2,1,20.0
TOMBSTONE,4,4,80.0
TOMKINS COVE,2,15,100.0
TOMPKINSVILLE,2,4,80.0
TOMPKINSVILLE,4,1,20.0
TOMS BROOK,2,143,89.94
TOMS BROOK,3,7,4.4
TOMS BROOK,4,9,5.66
TOMS RIVER,1,2,0.41
TOMS RIVER,2,415,84.52
TOMS RIVER,3,43,8.76
TOMS RIVER,4,31,6.31
TONALEA,2,1,33.33
TONALEA,4,2,66.67
TONAWANDA,2,297,89.73
TONAWANDA,3,8,2.42
TONAWANDA,4,26,7.85
TONEY,2,25,92.59
TONEY,3,1,3.7
TONEY,4,1,3.7
TONGANOXIE,2,15,88.24
TONGANOXIE,4,2,11.76
TONKAWA,2,1,100.0
TONOPAH,1,7,2.37
TONOPAH,2,237,80.34
TONOPAH,3,10,3.39
TONOPAH,4,41,13.9
TONTO BASIN,2,13,76.47
TONTO BASIN,4,4,23.53
TOOELE,1,8,0.98
TOOELE,2,758,92.55
TOOELE,3,14,1.71
TOOELE,4,39,4.76
TOOMSBORO,2,1,50.0
TOOMSBORO,4,1,50.0
TOOMSUBA,2,13,100.0
TOONE,4,2,100.0
TOPANGA,2,198,92.09
TOPANGA,3,4,1.86
TOPANGA,4,13,6.05
TOPAZ,2,17,80.95
TOPAZ,3,1,4.76
TOPAZ,4,3,14.29
TOPEKA,2,54,54.55
TOPEKA,3,14,14.14
TOPEKA,4,31,31.31
TOPOCK,2,1,50.0
TOPOCK,3,1,50.0
TOPONAS,2,4,50.0
TOPONAS,3,3,37.5
TOPONAS,4,1,12.5
TOPPENISH,2,7,87.5
TOPPENISH,3,1,12.5
TOPPING,2,13,54.17
TOPPING,3,1,4.17
TOPPING,4,10,41.67
TOPSFIELD,2,6,85.71
TOPSFIELD,4,1,14.29
TOPSHAM,2,9,81.82
TOPSHAM,4,2,18.18
TOQUERVILLE,2,43,97.73
TOQUERVILLE,4,1,2.27
TORBERT,2,1,25.0
TORBERT,4,3,75.0
TORNILLO,4,1,100.0
TORRANCE,2,2331,96.6
TORRANCE,3,37,1.53
TORRANCE,4,45,1.86
TORREY,2,27,100.0
TORRINGTON,2,26,39.39
TORRINGTON,3,6,9.09
TORRINGTON,4,34,51.52
TOSTON,2,12,100.0
TOTOWA,2,114,83.82
TOTOWA,3,15,11.03
TOTOWA,4,7,5.15
TOUCHET,3,2,50.0
TOUCHET,4,2,50.0
TOUGHKENAMON,2,20,100.0
TOUTLE,2,2,100.0
TOWACO,2,13,76.47
TOWACO,4,4,23.53
TOWANDA,2,29,90.63
TOWANDA,4,3,9.38
TOWAOC,2,9,60.0
TOWAOC,4,6,40.0
TOWER,2,26,100.0
TOWER CITY,2,12,85.71
TOWER CITY,4,2,14.29
TOWER LAKES,2,2,100.0
TOWN CREEK,2,3,100.0
TOWNER,2,15,100.0
TOWNLEY,2,2,66.67
TOWNLEY,4,1,33.33
TOWNSEND,2,177,79.02
TOWNSEND,3,12,5.36
TOWNSEND,4,35,15.63
TOWNSHIP 1 CHARLOTTE,2,1,100.0
TOWNSHIP 12 PAW CREEK,2,1,100.0
TOWNSHIP 9,3,1,100.0
TOWNSHIP OF WASHINGTON,2,74,90.24
TOWNSHIP OF WASHINGTON,3,3,3.66
TOWNSHIP OF WASHINGTON,4,5,6.1
TOWNVILLE,2,144,91.14
TOWNVILLE,4,14,8.86
TOWSON,2,556,77.87
TOWSON,3,100,14.01
TOWSON,4,58,8.12
TRABUCO CANYON,2,154,100.0
TRACY,1,82,1.82
TRACY,2,4243,94.08
TRACY,3,121,2.68
TRACY,4,64,1.42
TRACY CITY,2,5,83.33
TRACY CITY,4,1,16.67
TRACYS LANDING,4,1,100.0
TRAER,2,1,25.0
TRAER,4,3,75.0
TRAFFORD,2,24,85.71
TRAFFORD,4,4,14.29
TRAIL,2,112,100.0
TRANQUILLITY,2,53,98.15
TRANQUILLITY,4,1,1.85
TRAPPE,2,137,86.16
TRAPPE,3,3,1.89
TRAPPE,4,19,11.95
TRAVELERS REST,2,346,98.58
TRAVELERS REST,4,5,1.42
TRAVER,2,19,100.0
TRAVERSE CITY,2,9,40.91
TRAVERSE CITY,4,13,59.09
TRAVIS AFB,2,1,100.0
TREASURE ISLAND,2,30,100.0
TREGO,2,11,100.0
TREMENTINA,2,1,100.0
TREMONT,2,47,69.12
TREMONT,3,2,2.94
TREMONT,4,19,27.94
TREMONTON,2,118,97.52
TREMONTON,3,3,2.48
TREMPEALEAU,4,2,100.0
TRENARY,4,1,100.0
TRENTON,1,3,0.17
TRENTON,2,1589,88.62
TRENTON,3,93,5.19
TRENTON,4,108,6.02
TRES PINOS,2,14,100.0
TREVOR,4,1,100.0
TREVORTON,2,5,83.33
TREVORTON,4,1,16.67
TREXLERTOWN,2,1,100.0
TREYNOR,2,2,66.67
TREYNOR,4,1,33.33
TREZEVANT,2,2,100.0
TRIADELPHIA,2,78,89.66
TRIADELPHIA,3,3,3.45
TRIADELPHIA,4,6,6.9
TRIANGLE,1,1,0.22
TRIANGLE,2,433,94.13
TRIANGLE,3,16,3.48
TRIANGLE,4,10,2.17
TRIBUNE,4,2,100.0
TRIMBLE,4,1,100.0
TRIMONT,2,11,91.67
TRIMONT,4,1,8.33
TRINCHERA,4,1,100.0
TRINIDAD,1,2,0.61
TRINIDAD,2,221,67.17
TRINIDAD,3,61,18.54
TRINIDAD,4,45,13.68
TRINITY,1,2,1.03
TRINITY,2,186,95.38
TRINITY,3,1,0.51
TRINITY,4,6,3.08
TRINITY CENTER,2,37,97.37
TRINITY CENTER,4,1,2.63
TRION,2,2,28.57
TRION,3,2,28.57
TRION,4,3,42.86
TRIPOLI,4,3,100.0
TRONA,2,30,100.0
TROPIC,2,5,100.0
TROTWOOD,2,2,100.0
TROUT CREEK,2,31,100.0
TROUT LAKE,4,1,100.0
TROUT RUN,2,122,84.72
TROUT RUN,3,1,0.69
TROUT RUN,4,21,14.58
TROUTDALE,1,30,9.77
TROUTDALE,2,226,73.62
TROUTDALE,3,23,7.49
TROUTDALE,4,28,9.12
TROUTMAN,1,2,1.94
TROUTMAN,2,94,91.26
TROUTMAN,3,2,1.94
TROUTMAN,4,5,4.85
TROUTVILLE,1,4,2.35
TROUTVILLE,2,142,83.53
TROUTVILLE,3,4,2.35
TROUTVILLE,4,20,11.76
TROWBRIDGE,2,7,100.0
TROY,1,12,1.13
TROY,2,843,79.6
TROY,3,69,6.52
TROY,4,135,12.75
TRUCKEE,1,7,0.83
TRUCKEE,2,806,95.38
TRUCKEE,3,18,2.13
TRUCKEE,4,14,1.66
TRUESDALE,2,3,100.0
TRUMAN,2,40,100.0
TRUMANN,2,33,91.67
TRUMANN,4,3,8.33
TRUMANSBURG,2,9,50.0
TRUMANSBURG,4,9,50.0
TRUMBULL,1,1,0.27
TRUMBULL,2,342,90.72
TRUMBULL,3,13,3.45
TRUMBULL,4,21,5.57
TRURO,2,1,12.5
TRURO,3,7,87.5
TRUSSVILLE,2,86,94.51
TRUSSVILLE,3,1,1.1
TRUSSVILLE,4,4,4.4
TRUTH OR CONSEQUENCES,2,4,100.0
TRYON,1,4,19.05
TRYON,2,12,57.14
TRYON,3,1,4.76
TRYON,4,4,19.05
TUALATIN,1,17,1.7
TUALATIN,2,923,92.21
TUALATIN,3,51,5.09
TUALATIN,4,10,1.0
TUBA CITY,2,36,60.0
TUBA CITY,3,4,6.67
TUBA CITY,4,20,33.33
TUBAC,2,3,75.0
TUBAC,4,1,25.0
TUCKAHOE,2,49,96.08
TUCKAHOE,3,1,1.96
TUCKAHOE,4,1,1.96
TUCKASEGEE,2,2,100.0
TUCKER,1,4,1.16
TUCKER,2,233,67.54
TUCKER,3,77,22.32
TUCKER,4,31,8.99
TUCKERMAN,2,8,80.0
TUCKERMAN,4,2,20.0
TUCKERTON,2,128,85.91
TUCKERTON,3,7,4.7
TUCKERTON,4,14,9.4
TUCSON,1,2306,16.71
TUCSON,2,11206,81.21
TUCSON,3,61,0.44
TUCSON,4,226,1.64
TUCUMCARI,2,29,87.88
TUCUMCARI,4,4,12.12
TUJUNGA,2,154,96.25
TUJUNGA,3,5,3.13
TUJUNGA,4,1,0.63
TUKWILA,2,8,61.54
TUKWILA,3,4,30.77
TUKWILA,4,1,7.69
TULALIP,2,2,100.0
TULARE,1,15,1.25
TULARE,2,1164,97.24
TULARE,3,9,0.75
TULARE,4,9,0.75
TULAROSA,2,3,100.0
TULELAKE,2,60,98.36
TULELAKE,4,1,1.64
TULLAHOMA,3,1,16.67
TULLAHOMA,4,5,83.33
TULLY,2,45,80.36
TULLY,3,5,8.93
TULLY,4,6,10.71
TULSA,1,47,1.0
TULSA,2,4280,91.16
TULSA,3,341,7.26
TULSA,4,27,0.58
TUMACACORI,2,3,100.0
TUMBLING SHOALS,2,1,100.0
TUMTUM,4,2,100.0
TUMWATER,2,1,100.0
TUNICA,3,2,100.0
TUNKHANNOCK,2,2,33.33
TUNKHANNOCK,4,4,66.67
TUNNEL HILL,2,21,65.63
TUNNEL HILL,3,7,21.88
TUNNEL HILL,4,4,12.5
TUNNELTON,4,2,100.0
TUOLUMNE,2,101,99.02
TUOLUMNE,4,1,0.98
TUPELO,2,33,78.57
TUPELO,3,2,4.76
TUPELO,4,7,16.67
TUPMAN,2,56,100.0
TUPPER LAKE,2,3,37.5
TUPPER LAKE,4,5,62.5
TURBEVILLE,2,40,100.0
TURBOTVILLE,2,43,91.49
TURBOTVILLE,3,4,8.51
TURIN,2,2,33.33
TURIN,4,4,66.67
TURKEY,2,1,14.29
TURKEY,4,6,85.71
TURLOCK,1,20,1.71
TURLOCK,2,1124,96.32
TURLOCK,3,14,1.2
TURLOCK,4,9,0.77
TURNER,2,59,100.0
TURON,4,1,100.0
TURRELL,2,22,84.62
TURRELL,3,2,7.69
TURRELL,4,2,7.69
TURTLE CREEK,2,1,16.67
TURTLE CREEK,3,3,50.0
TURTLE CREEK,4,2,33.33
TURTLE LAKE,4,4,100.0
TURTLEPOINT,2,12,92.31
TURTLEPOINT,4,1,7.69
TURTLETOWN,2,1,100.0
TUSCALOOSA,2,1272,94.43
TUSCALOOSA,3,34,2.52
TUSCALOOSA,4,41,3.04
TUSCARORA,2,8,66.67
TUSCARORA,3,1,8.33
TUSCARORA,4,3,25.0
TUSCOLA,4,1,100.0
TUSCUMBIA,2,17,80.95
TUSCUMBIA,3,3,14.29
TUSCUMBIA,4,1,4.76
TUSKEGEE,2,20,80.0
TUSKEGEE,3,1,4.0
TUSKEGEE,4,4,16.0
TUSTIN,2,2351,96.08
TUSTIN,3,68,2.78
TUSTIN,4,28,1.14
TUTTLE,2,3,100.0
TUXEDO PARK,2,130,97.74
TUXEDO PARK,3,1,0.75
TUXEDO PARK,4,2,1.5
TWAIN,2,53,100.0
TWAIN HARTE,2,158,97.53
TWAIN HARTE,3,3,1.85
TWAIN HARTE,4,1,0.62
TWAIN HARTE-TUOLUMNE CITY,2,3,100.0
TWIN BRIDGES,2,90,94.74
TWIN BRIDGES,3,1,1.05
TWIN BRIDGES,4,4,4.21
TWIN CITY,2,2,50.0
TWIN CITY,3,1,25.0
TWIN CITY,4,1,25.0
TWIN FALLS,2,40,68.97
TWIN FALLS,3,1,1.72
TWIN FALLS,4,17,29.31
TWIN LAKE,4,6,100.0
TWIN LAKES,2,12,100.0
TWIN PEAKS,2,116,93.55
TWIN PEAKS,3,1,0.81
TWIN PEAKS,4,7,5.65
TWINSBURG,2,4,66.67
TWINSBURG,4,2,33.33
TWO DOT,2,10,100.0
TWO HARBORS,2,3,75.0
TWO HARBORS,3,1,25.0
TWO RIVERS,4,1,100.0
TYBEE ISLAND,2,2,20.0
TYBEE ISLAND,3,1,10.0
TYBEE ISLAND,4,7,70.0
TYGH VALLEY,2,21,100.0
TYLER,2,2489,99.88
TYLER,3,3,0.12
TYLERTOWN,2,2,100.0
TYNGSBORO,2,3,75.0
TYNGSBORO,3,1,25.0
TYRONE,2,235,89.02
TYRONE,3,1,0.38
TYRONE,4,28,10.61
TYRONZA,2,10,90.91
TYRONZA,4,1,9.09
UHRICHSVILLE,4,7,100.0
UKIAH,2,721,99.45
UKIAH,3,1,0.14
UKIAH,4,3,0.41
ULLIN,2,3,75.0
ULLIN,4,1,25.0
ULM,2,5,100.0
ULMER,2,9,100.0
ULSTER,2,5,83.33
ULSTER,4,1,16.67
ULSTER PARK,2,18,66.67
ULSTER PARK,4,9,33.33
ULYSSES,2,17,89.47
ULYSSES,4,2,10.53
UMATILLA,2,353,97.51
UMATILLA,3,5,1.38
UMATILLA,4,4,1.1
UMPIRE,4,1,100.0
UNA,2,2,100.0
UNADILLA,2,19,90.48
UNADILLA,4,2,9.52
UNCASVILLE,2,97,74.62
UNCASVILLE,3,6,4.62
UNCASVILLE,4,27,20.77
UNDERHILL,2,1,100.0
UNDERWOOD,2,52,92.86
UNDERWOOD,3,2,3.57
UNDERWOOD,4,2,3.57
UNICOI,2,2,50.0
UNICOI,4,2,50.0
UNION,1,1,0.07
UNION,2,1208,90.49
UNION,3,58,4.34
UNION,4,68,5.09
UNION BEACH,3,4,66.67
UNION BEACH,4,2,33.33
UNION BRIDGE,2,35,44.87
UNION BRIDGE,4,43,55.13
UNION CHURCH,2,1,33.33
UNION CHURCH,4,2,66.67
UNION CITY,1,24,1.59
UNION CITY,2,1316,87.33
UNION CITY,3,90,5.97
UNION CITY,4,77,5.11
UNION DALE,4,3,100.0
UNION GROVE,2,8,32.0
UNION GROVE,4,17,68.0
UNION HALL,2,2,28.57
UNION HALL,4,5,71.43
UNION MILLS,2,10,83.33
UNION MILLS,4,2,16.67
UNION PIER,2,17,60.71
UNION PIER,3,7,25.0
UNION PIER,4,4,14.29
UNION POINT,2,3,33.33
UNION POINT,4,6,66.67
UNION SPRINGS,2,8,66.67
UNION SPRINGS,4,4,33.33
UNIONDALE,2,97,77.6
UNIONDALE,3,21,16.8
UNIONDALE,4,7,5.6
UNIONTOWN,2,41,63.08
UNIONTOWN,3,2,3.08
UNIONTOWN,4,22,33.85
UNIONVILLE,2,16,59.26
UNIONVILLE,4,11,40.74
UNITY,2,66,88.0
UNITY,3,1,1.33
UNITY,4,8,10.67
UNITYVILLE,2,19,90.48
UNITYVILLE,4,2,9.52
UNIVERSAL CITY,2,89,89.9
UNIVERSAL CITY,3,9,9.09
UNIVERSAL CITY,4,1,1.01
UNIVERSITY HEIGHTS,4,1,100.0
UNIVERSITY PARK,2,43,97.73
UNIVERSITY PARK,4,1,2.27
UNIVERSITY PLACE,4,2,100.0
UPATOI,4,1,100.0
UPLAND,2,1427,96.55
UPLAND,3,43,2.91
UPLAND,4,8,0.54
UPPER,2,2,100.0
UPPER CHICHESTER,2,28,93.33
UPPER CHICHESTER,4,2,6.67
UPPER DARBY,2,87,98.86
UPPER DARBY,3,1,1.14
UPPER JAY,4,1,100.0
UPPER KEYS,2,1,33.33
UPPER KEYS,4,2,66.67
UPPER LAKE,2,263,98.87
UPPER LAKE,3,3,1.13
UPPER MARLBORO,1,8,0.86
UPPER MARLBORO,2,729,78.47
UPPER MARLBORO,3,92,9.9
UPPER MARLBORO,4,100,10.76
UPPER RED LAKE,2,1,100.0
UPPER SANDUSKY,4,8,100.0
UPPERCO,2,9,31.03
UPPERCO,3,2,6.9
UPPERCO,4,18,62.07
UPPERVILLE,2,9,75.0
UPPERVILLE,4,3,25.0
UPSALA,2,3,100.0
UPTON,2,5,71.43
UPTON,4,2,28.57
URBANA,2,15,55.56
URBANA,3,4,14.81
URBANA,4,8,29.63
URBANDALE,2,246,86.01
URBANDALE,3,25,8.74
URBANDALE,4,15,5.24
URBANNA,2,1,100.0
USAF ACADEMY,1,1,0.91
USAF ACADEMY,2,54,49.09
USAF ACADEMY,3,41,37.27
USAF ACADEMY,4,14,12.73
USK,4,1,100.0
UTICA,2,937,93.61
UTICA,3,2,0.2
UTICA,4,62,6.19
UVALDA,4,2,100.0
UVALDE,2,1,20.0
UVALDE,3,2,40.0
UVALDE,4,2,40.0
UXBRIDGE,2,7,70.0
UXBRIDGE,3,1,10.0
UXBRIDGE,4,2,20.0
VACAVILLE,1,35,2.63
VACAVILLE,2,1236,92.86
VACAVILLE,3,41,3.08
VACAVILLE,4,19,1.43
VACHERIE,4,1,100.0
VADER,2,2,100.0
VADO,2,10,83.33
VADO,3,1,8.33
VADO,4,1,8.33
VAIDEN,2,3,100.0
VAIL,2,206,55.38
VAIL,3,42,11.29
VAIL,4,124,33.33
VALATIE,1,3,4.23
VALATIE,2,40,56.34
VALATIE,4,28,39.44
VALDESE,1,3,6.67
VALDESE,2,36,80.0
VALDESE,3,2,4.44
VALDESE,4,4,8.89
VALDOSTA,2,80,57.14
VALDOSTA,3,13,9.29
VALDOSTA,4,47,33.57
VALE,2,410,97.85
VALE,3,3,0.72
VALE,4,6,1.43
VALENCIA,2,1005,94.72
VALENCIA,3,45,4.24
VALENCIA,4,11,1.04
VALENTINE,2,4,80.0
VALENTINE,4,1,20.0
VALENTINES,2,2,66.67
VALENTINES,4,1,33.33
VALHALLA,2,41,80.39
VALHALLA,3,4,7.84
VALHALLA,4,6,11.76
VALIER,2,34,100.0
VALLECITO,2,35,100.0
VALLECITOS,4,2,100.0
VALLEJO,1,38,1.87
VALLEJO,2,1908,94.08
VALLEJO,3,61,3.01
VALLEJO,4,21,1.04
VALLES MINES,2,1,100.0
VALLEY,2,33,71.74
VALLEY,4,13,28.26
VALLEY BEND,4,2,100.0
VALLEY CENTER,2,150,94.94
VALLEY CENTER,3,2,1.27
VALLEY CENTER,4,6,3.8
VALLEY CITY,1,1,1.49
VALLEY CITY,2,41,61.19
VALLEY CITY,4,25,37.31
VALLEY COTTAGE,2,7,36.84
VALLEY COTTAGE,3,2,10.53
VALLEY COTTAGE,4,10,52.63
VALLEY FALLS,2,7,58.33
VALLEY FALLS,4,5,41.67
VALLEY FORD,2,7,100.0
VALLEY GRANDE,2,2,100.0
VALLEY GROVE,2,26,100.0
VALLEY HEAD,2,6,54.55
VALLEY HEAD,3,1,9.09
VALLEY HEAD,4,4,36.36
VALLEY PARK,2,31,57.41
VALLEY PARK,3,17,31.48
VALLEY PARK,4,6,11.11
VALLEY SPRINGS,1,5,1.14
VALLEY SPRINGS,2,426,97.04
VALLEY SPRINGS,3,5,1.14
VALLEY SPRINGS,4,3,0.68
VALLEY STREAM,1,3,0.75
VALLEY STREAM,2,316,78.61
VALLEY STREAM,3,65,16.17
VALLEY STREAM,4,18,4.48
VALLEY VIEW,2,2,100.0
VALLEY VILLAGE,2,752,92.95
VALLEY VILLAGE,3,43,5.32
VALLEY VILLAGE,4,14,1.73
VALLEYFORD,2,2,66.67
VALLEYFORD,4,1,33.33
VALLIANT,4,1,100.0
VALMORA,4,2,100.0
VALPARAISO,2,28,53.85
VALPARAISO,3,7,13.46
VALPARAISO,4,17,32.69
VALRICO,1,2,1.48
VALRICO,2,131,97.04
VALRICO,4,2,1.48
VALYERMO,2,532,92.84
VALYERMO,3,10,1.75
VALYERMO,4,31,5.41
VAN ALSTYNE,4,1,100.0
VAN BUREN,2,86,86.0
VAN BUREN,3,2,2.0
VAN BUREN,4,12,12.0
VAN DYNE,2,4,80.0
VAN DYNE,4,1,20.0
VAN ETTEN,4,2,100.0
VAN HORN,2,8,50.0
VAN HORN,3,5,31.25
VAN HORN,4,3,18.75
VAN HORNE,2,4,40.0
VAN HORNE,4,6,60.0
VAN NUYS,2,1943,94.6
VAN NUYS,3,82,3.99
VAN NUYS,4,29,1.41
VAN WERT,2,4,23.53
VAN WERT,3,1,5.88
VAN WERT,4,12,70.59
VANCE,2,173,95.58
VANCE,3,2,1.1
VANCE,4,6,3.31
VANCEBORO,2,19,61.29
VANCEBORO,4,12,38.71
VANCEBURG,4,2,100.0
VANCLEAVE,2,29,93.55
VANCLEAVE,4,2,6.45
VANCOUVER,1,28,2.7
VANCOUVER,2,853,82.34
VANCOUVER,3,88,8.49
VANCOUVER,4,67,6.47
VANDALIA,2,51,57.3
VANDALIA,3,18,20.22
VANDALIA,4,20,22.47
VANDERBILT,2,4,66.67
VANDERBILT,4,2,33.33
VANDERGRIFT,2,7,35.0
VANDERGRIFT,4,13,65.0
VANLEER,2,1,50.0
VANLEER,4,1,50.0
VANSANT,2,3,33.33
VANSANT,4,6,66.67
VARDAMAN,2,5,100.0
VARNA,4,1,100.0
VARNVILLE,2,44,100.0
VARYSBURG,2,1,20.0
VARYSBURG,4,4,80.0
VASHON ISLAND,4,1,100.0
VASS,2,16,94.12
VASS,4,1,5.88
VASSALBORO,2,2,100.0
VAUGHAN,2,3,100.0
VAUGHN,2,45,84.91
VAUGHN,3,1,1.89
VAUGHN,4,7,13.21
VAUXHALL,2,38,86.36
VAUXHALL,3,4,9.09
VAUXHALL,4,2,4.55
VEEDERSBURG,2,7,20.0
VEEDERSBURG,3,2,5.71
VEEDERSBURG,4,26,74.29
VEGA,2,1,100.0
VELARDE,4,1,100.0
VELPEN,4,3,100.0
VELVA,2,15,100.0
VENETA,2,153,97.45
VENETA,3,2,1.27
VENETA,4,2,1.27
VENETIA,2,3,60.0
VENETIA,4,2,40.0
VENICE,1,8,0.57
VENICE,2,1312,92.79
VENICE,3,42,2.97
VENICE,4,52,3.68
VENTURA,2,2042,98.31
VENTURA,3,22,1.06
VENTURA,4,13,0.63
VENUS,2,31,96.88
VENUS,4,1,3.13
VERADALE,2,15,88.24
VERADALE,3,2,11.76
VERBANK,2,6,100.0
VERBENA,2,70,89.74
VERBENA,3,4,5.13
VERBENA,4,4,5.13
VERDI,2,88,78.57
VERDI,3,7,6.25
VERDI,4,17,15.18
VERGENNES,2,1,33.33
VERGENNES,4,2,66.67
VERMILION,2,3,60.0
VERMILION,4,2,40.0
VERMONTVILLE,4,1,100.0
VERNAL,2,192,98.46
VERNAL,4,3,1.54
VERNALIS,2,113,93.39
VERNALIS,3,3,2.48
VERNALIS,4,5,4.13
VERNDALE,2,45,100.0
VERNON,2,408,94.88
VERNON,3,5,1.16
VERNON,4,17,3.95
VERNON CENTER,2,30,96.77
VERNON CENTER,4,1,3.23
VERNON HILL,2,2,33.33
VERNON HILL,4,4,66.67
VERNON HILLS,2,248,69.47
VERNON HILLS,3,106,29.69
VERNON HILLS,4,3,0.84
VERNON ROCKVILLE,2,98,69.01
VERNON ROCKVILLE,3,19,13.38
VERNON ROCKVILLE,4,25,17.61
VERNONIA,2,169,92.35
VERNONIA,3,6,3.28
VERNONIA,4,8,4.37
